Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Genotype,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,source_name,SRA Study,Tissue,treatments,Time
SRR9623241,RNA-Seq,75,690229001,PRJNA552042,SAMN12173087,245474666,GEO,public,"run.zq,sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX6385762,wild type ecotype jemalong cultivar Jester,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Medicago truncatula,ILLUMINA,2019-09-20T00:00:00Z,2019-07-02T17:39:00Z,1,GSM3913112,2-3mm segment of root,SRP212693,2-3mm segment of root,Sinorhizobium meliloti strain 2011,96h
SRR9623242,RNA-Seq,75,854159223,PRJNA552042,SAMN12173132,301227867,GEO,public,"fastq,sra,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX6385763,wild type ecotype jemalong cultivar Jester,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Medicago truncatula,ILLUMINA,2019-09-20T00:00:00Z,2019-07-02T17:39:00Z,1,GSM3913113,2-3mm segment of root,SRP212693,2-3mm segment of root,Sinorhizobium meliloti strain 2011,96h
SRR9623243,RNA-Seq,75,859620209,PRJNA552042,SAMN12173131,305123874,GEO,public,"sra,run.zq,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX6385764,wild type ecotype jemalong cultivar Jester,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Medicago truncatula,ILLUMINA,2019-09-20T00:00:00Z,2019-07-02T17:39:00Z,1,GSM3913114,2-3mm segment of root,SRP212693,2-3mm segment of root,Sinorhizobium meliloti strain 2011,96h
SRR9623244,RNA-Seq,75,878653402,PRJNA552042,SAMN12173130,309569012,GEO,public,"fastq,sra,run.zq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX6385765,wild type ecotype jemalong cultivar Jester,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Medicago truncatula,ILLUMINA,2019-09-20T00:00:00Z,2019-07-02T17:40:00Z,1,GSM3913115,2-3mm segment of root,SRP212693,2-3mm segment of root,mock,96h
SRR9623245,RNA-Seq,75,688698888,PRJNA552042,SAMN12173129,242257164,GEO,public,"run.zq,sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX6385766,wild type ecotype jemalong cultivar Jester,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Medicago truncatula,ILLUMINA,2019-09-20T00:00:00Z,2019-07-02T17:39:00Z,1,GSM3913116,2-3mm segment of root,SRP212693,2-3mm segment of root,mock,96h
SRR9623246,RNA-Seq,75,841242966,PRJNA552042,SAMN12173128,297088064,GEO,public,"sra,fastq,run.zq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX6385767,wild type ecotype jemalong cultivar Jester,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Medicago truncatula,ILLUMINA,2019-09-20T00:00:00Z,2019-07-02T17:40:00Z,1,GSM3913117,2-3mm segment of root,SRP212693,2-3mm segment of root,mock,96h
SRR9623247,RNA-Seq,75,767090856,PRJNA552042,SAMN12173127,272072652,GEO,public,"run.zq,sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX6385768,wild type ecotype jemalong cultivar Jester,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Medicago truncatula,ILLUMINA,2019-09-20T00:00:00Z,2019-07-02T17:40:00Z,1,GSM3913118,2-3mm segment of root,SRP212693,2-3mm segment of root,mock,96h
SRR9623248,RNA-Seq,75,893271304,PRJNA552042,SAMN12173126,350262835,GEO,public,"run.zq,sra,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX6385769,wild type ecotype jemalong cultivar Jester,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Medicago truncatula,ILLUMINA,2019-09-20T00:00:00Z,2019-07-02T17:40:00Z,1,GSM3913119,2-3mm segment of root,SRP212693,2-3mm segment of root,mock,120h
SRR9623249,RNA-Seq,75,799097695,PRJNA552042,SAMN12173125,314458100,GEO,public,"run.zq,sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX6385770,wild type ecotype jemalong cultivar Jester,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Medicago truncatula,ILLUMINA,2019-09-20T00:00:00Z,2019-07-02T17:40:00Z,1,GSM3913120,2-3mm segment of root,SRP212693,2-3mm segment of root,mock,120h
SRR9623250,RNA-Seq,75,1118815584,PRJNA552042,SAMN12173124,439905269,GEO,public,"run.zq,sra,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6385771,wild type ecotype jemalong cultivar Jester,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Medicago truncatula,ILLUMINA,2019-09-20T00:00:00Z,2019-07-02T17:41:00Z,1,GSM3913121,2-3mm segment of root,SRP212693,2-3mm segment of root,mock,120h
SRR9623251,RNA-Seq,75,1160297747,PRJNA552042,SAMN12173120,458440733,GEO,public,"fastq,run.zq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX6385772,wild type ecotype jemalong cultivar Jester,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Medicago truncatula,ILLUMINA,2019-09-20T00:00:00Z,2019-07-02T17:41:00Z,1,GSM3913122,2-3mm segment of root,SRP212693,2-3mm segment of root,mock,120h
SRR9623252,RNA-Seq,75,851442951,PRJNA552042,SAMN12173119,336082063,GEO,public,"fastq,run.zq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX6385773,wild type ecotype jemalong cultivar Jester,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Medicago truncatula,ILLUMINA,2019-09-20T00:00:00Z,2019-07-02T17:40:00Z,1,GSM3913123,2-3mm segment of root,SRP212693,2-3mm segment of root,Sinorhizobium meliloti strain 2011,120h
SRR9623253,RNA-Seq,75,908876436,PRJNA552042,SAMN12173118,361536189,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX6385774,wild type ecotype jemalong cultivar Jester,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Medicago truncatula,ILLUMINA,2019-09-20T00:00:00Z,2019-07-02T17:40:00Z,1,GSM3913124,2-3mm segment of root,SRP212693,2-3mm segment of root,Sinorhizobium meliloti strain 2011,120h
SRR9623254,RNA-Seq,75,793560311,PRJNA552042,SAMN12173123,314299937,GEO,public,"run.zq,fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX6385775,wild type ecotype jemalong cultivar Jester,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Medicago truncatula,ILLUMINA,2019-09-20T00:00:00Z,2019-07-02T17:39:00Z,1,GSM3913125,2-3mm segment of root,SRP212693,2-3mm segment of root,Sinorhizobium meliloti strain 2011,120h
SRR9623255,RNA-Seq,75,924304858,PRJNA552042,SAMN12173122,367361753,GEO,public,"fastq,run.zq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX6385776,wild type ecotype jemalong cultivar Jester,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Medicago truncatula,ILLUMINA,2019-09-20T00:00:00Z,2019-07-02T17:40:00Z,1,GSM3913126,2-3mm segment of root,SRP212693,2-3mm segment of root,Sinorhizobium meliloti strain 2011,120h
SRR9623256,RNA-Seq,75,912635685,PRJNA552042,SAMN12173121,361352463,GEO,public,"fastq,run.zq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX6385777,wild type ecotype jemalong cultivar Jester,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Medicago truncatula,ILLUMINA,2019-09-20T00:00:00Z,2019-07-02T17:40:00Z,1,GSM3913127,2-3mm segment of root,SRP212693,2-3mm segment of root,mock,168h
SRR9623257,RNA-Seq,75,896173310,PRJNA552042,SAMN12173117,354777173,GEO,public,"run.zq,sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX6385778,wild type ecotype jemalong cultivar Jester,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Medicago truncatula,ILLUMINA,2019-09-20T00:00:00Z,2019-07-02T17:40:00Z,1,GSM3913128,2-3mm segment of root,SRP212693,2-3mm segment of root,mock,168h
SRR9623258,RNA-Seq,75,872466516,PRJNA552042,SAMN12173116,345087821,GEO,public,"fastq,sra,run.zq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX6385779,wild type ecotype jemalong cultivar Jester,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Medicago truncatula,ILLUMINA,2019-09-20T00:00:00Z,2019-07-02T17:40:00Z,1,GSM3913129,2-3mm segment of root,SRP212693,2-3mm segment of root,mock,168h
SRR9623259,RNA-Seq,75,1097971868,PRJNA552042,SAMN12173115,435524201,GEO,public,"sra,run.zq,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX6385780,wild type ecotype jemalong cultivar Jester,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Medicago truncatula,ILLUMINA,2019-09-20T00:00:00Z,2019-07-02T17:40:00Z,1,GSM3913130,2-3mm segment of root,SRP212693,2-3mm segment of root,mock,168h
SRR9623260,RNA-Seq,75,983027036,PRJNA552042,SAMN12173114,390233852,GEO,public,"run.zq,sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX6385781,wild type ecotype jemalong cultivar Jester,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Medicago truncatula,ILLUMINA,2019-09-20T00:00:00Z,2019-07-02T17:40:00Z,1,GSM3913131,2-3mm segment of root,SRP212693,2-3mm segment of root,Sinorhizobium meliloti strain 2011,168h
SRR9623261,RNA-Seq,75,1142933136,PRJNA552042,SAMN12173113,452492005,GEO,public,"sra,fastq,run.zq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX6385782,wild type ecotype jemalong cultivar Jester,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Medicago truncatula,ILLUMINA,2019-09-20T00:00:00Z,2019-07-02T17:41:00Z,1,GSM3913132,2-3mm segment of root,SRP212693,2-3mm segment of root,Sinorhizobium meliloti strain 2011,168h
SRR9623262,RNA-Seq,75,867461667,PRJNA552042,SAMN12173112,342044191,GEO,public,"sra,fastq,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX6385783,wild type ecotype jemalong cultivar Jester,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Medicago truncatula,ILLUMINA,2019-09-20T00:00:00Z,2019-07-02T17:40:00Z,1,GSM3913133,2-3mm segment of root,SRP212693,2-3mm segment of root,Sinorhizobium meliloti strain 2011,168h
SRR9623263,RNA-Seq,75,889817202,PRJNA552042,SAMN12173111,351416806,GEO,public,"sra,run.zq,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX6385784,wild type ecotype jemalong cultivar Jester,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Medicago truncatula,ILLUMINA,2019-09-20T00:00:00Z,2019-07-02T17:40:00Z,1,GSM3913134,2-3mm segment of root,SRP212693,2-3mm segment of root,Sinorhizobium meliloti strain 2011,168h
SRR9623264,RNA-Seq,75,942533376,PRJNA552042,SAMN12173110,406254092,GEO,public,"run.zq,fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX6385785,nin mutant ecotype jemalong cultivar Jester,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Medicago truncatula,ILLUMINA,2019-09-20T00:00:00Z,2019-07-02T17:40:00Z,1,GSM3913135,2-3mm segment of root,SRP212693,2-3mm segment of root,mock,12h
SRR9623265,RNA-Seq,75,1097005954,PRJNA552042,SAMN12173109,474915010,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6385786,nin mutant ecotype jemalong cultivar Jester,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Medicago truncatula,ILLUMINA,2019-09-20T00:00:00Z,2019-07-02T17:41:00Z,1,GSM3913136,2-3mm segment of root,SRP212693,2-3mm segment of root,mock,12h
SRR9623266,RNA-Seq,75,1379337599,PRJNA552042,SAMN12173108,595535722,GEO,public,"sra,fastq,run.zq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX6385787,nin mutant ecotype jemalong cultivar Jester,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Medicago truncatula,ILLUMINA,2019-09-20T00:00:00Z,2019-07-02T17:43:00Z,1,GSM3913137,2-3mm segment of root,SRP212693,2-3mm segment of root,mock,12h
SRR9623267,RNA-Seq,75,992999548,PRJNA552042,SAMN12173107,428519569,GEO,public,"sra,fastq,run.zq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX6385788,nin mutant ecotype jemalong cultivar Jester,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Medicago truncatula,ILLUMINA,2019-09-20T00:00:00Z,2019-07-02T17:43:00Z,1,GSM3913138,2-3mm segment of root,SRP212693,2-3mm segment of root,Sinorhizobium meliloti strain 2011,12h
SRR9623268,RNA-Seq,75,875351325,PRJNA552042,SAMN12173152,378612346,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6385789,nin mutant ecotype jemalong cultivar Jester,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Medicago truncatula,ILLUMINA,2019-09-20T00:00:00Z,2019-07-02T17:41:00Z,1,GSM3913139,2-3mm segment of root,SRP212693,2-3mm segment of root,Sinorhizobium meliloti strain 2011,12h
SRR9623269,RNA-Seq,75,921552473,PRJNA552042,SAMN12173151,398768825,GEO,public,"sra,fastq,run.zq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX6385790,nin mutant ecotype jemalong cultivar Jester,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Medicago truncatula,ILLUMINA,2019-09-20T00:00:00Z,2019-07-02T17:40:00Z,1,GSM3913140,2-3mm segment of root,SRP212693,2-3mm segment of root,Sinorhizobium meliloti strain 2011,12h
SRR9623270,RNA-Seq,75,770029307,PRJNA552042,SAMN12173150,331495423,GEO,public,"fastq,run.zq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX6385791,nin mutant ecotype jemalong cultivar Jester,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Medicago truncatula,ILLUMINA,2019-09-20T00:00:00Z,2019-07-02T17:39:00Z,1,GSM3913141,2-3mm segment of root,SRP212693,2-3mm segment of root,mock,24h
SRR9623271,RNA-Seq,75,819870509,PRJNA552042,SAMN12173149,360439403,GEO,public,"sra,fastq,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX6385792,nin mutant ecotype jemalong cultivar Jester,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Medicago truncatula,ILLUMINA,2019-09-20T00:00:00Z,2019-07-02T17:40:00Z,1,GSM3913142,2-3mm segment of root,SRP212693,2-3mm segment of root,mock,24h
SRR9623272,RNA-Seq,75,1201744082,PRJNA552042,SAMN12173148,528698020,GEO,public,"run.zq,sra,fastq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX6385793,nin mutant ecotype jemalong cultivar Jester,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Medicago truncatula,ILLUMINA,2019-09-20T00:00:00Z,2019-07-02T17:41:00Z,1,GSM3913143,2-3mm segment of root,SRP212693,2-3mm segment of root,mock,24h
SRR9623273,RNA-Seq,75,725154639,PRJNA552042,SAMN12173147,322271015,GEO,public,"run.zq,fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6385794,nin mutant ecotype jemalong cultivar Jester,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Medicago truncatula,ILLUMINA,2019-09-20T00:00:00Z,2019-07-02T17:40:00Z,1,GSM3913144,2-3mm segment of root,SRP212693,2-3mm segment of root,Sinorhizobium meliloti strain 2011,24h
SRR9623274,RNA-Seq,75,772857690,PRJNA552042,SAMN12173146,342164973,GEO,public,"sra,fastq,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX6385795,nin mutant ecotype jemalong cultivar Jester,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Medicago truncatula,ILLUMINA,2019-09-20T00:00:00Z,2019-07-02T17:39:00Z,1,GSM3913145,2-3mm segment of root,SRP212693,2-3mm segment of root,Sinorhizobium meliloti strain 2011,24h
SRR9623275,RNA-Seq,75,766194848,PRJNA552042,SAMN12173145,338422904,GEO,public,"fastq,run.zq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX6385796,nin mutant ecotype jemalong cultivar Jester,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Medicago truncatula,ILLUMINA,2019-09-20T00:00:00Z,2019-07-02T17:40:00Z,1,GSM3913146,2-3mm segment of root,SRP212693,2-3mm segment of root,Sinorhizobium meliloti strain 2011,24h
SRR9623276,RNA-Seq,75,780113639,PRJNA552042,SAMN12173144,346481497,GEO,public,"run.zq,fastq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX6385797,cre1 mutant ecotype jemalong cultivar Jester,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Medicago truncatula,ILLUMINA,2019-09-20T00:00:00Z,2019-07-02T17:40:00Z,1,GSM3913147,2-3mm segment of root,SRP212693,2-3mm segment of root,mock,12h
SRR9623277,RNA-Seq,75,1328296051,PRJNA552042,SAMN12173143,587198267,GEO,public,"fastq,sra,run.zq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX6385798,cre1 mutant ecotype jemalong cultivar Jester,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Medicago truncatula,ILLUMINA,2019-09-20T00:00:00Z,2019-07-02T17:41:00Z,1,GSM3913148,2-3mm segment of root,SRP212693,2-3mm segment of root,mock,12h
SRR9623278,RNA-Seq,75,902897947,PRJNA552042,SAMN12173142,393320100,GEO,public,"run.zq,fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX6385799,cre1 mutant ecotype jemalong cultivar Jester,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Medicago truncatula,ILLUMINA,2019-09-20T00:00:00Z,2019-07-02T17:40:00Z,1,GSM3913149,2-3mm segment of root,SRP212693,2-3mm segment of root,mock,12h
SRR9623279,RNA-Seq,75,769904133,PRJNA552042,SAMN12173141,339323441,GEO,public,"run.zq,sra,fastq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX6385800,cre1 mutant ecotype jemalong cultivar Jester,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Medicago truncatula,ILLUMINA,2019-09-20T00:00:00Z,2019-07-02T17:40:00Z,1,GSM3913150,2-3mm segment of root,SRP212693,2-3mm segment of root,Sinorhizobium meliloti strain 2011,12h
SRR9623280,RNA-Seq,75,1395906890,PRJNA552042,SAMN12173140,598231515,GEO,public,"fastq,run.zq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX6385801,cre1 mutant ecotype jemalong cultivar Jester,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Medicago truncatula,ILLUMINA,2019-09-20T00:00:00Z,2019-07-02T17:41:00Z,1,GSM3913151,2-3mm segment of root,SRP212693,2-3mm segment of root,Sinorhizobium meliloti strain 2011,12h
SRR9623281,RNA-Seq,75,1605200598,PRJNA552042,SAMN12173135,708941049,GEO,public,"run.zq,fastq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX6385802,cre1 mutant ecotype jemalong cultivar Jester,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Medicago truncatula,ILLUMINA,2019-09-20T00:00:00Z,2019-07-02T17:43:00Z,1,GSM3913152,2-3mm segment of root,SRP212693,2-3mm segment of root,Sinorhizobium meliloti strain 2011,12h
SRR9623282,RNA-Seq,75,988670988,PRJNA552042,SAMN12173134,435509841,GEO,public,"sra,fastq,run.zq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX6385803,cre1 mutant ecotype jemalong cultivar Jester,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Medicago truncatula,ILLUMINA,2019-09-20T00:00:00Z,2019-07-02T17:41:00Z,1,GSM3913153,2-3mm segment of root,SRP212693,2-3mm segment of root,mock,24h
SRR9623283,RNA-Seq,75,907254395,PRJNA552042,SAMN12173133,395143834,GEO,public,"run.zq,fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX6385804,cre1 mutant ecotype jemalong cultivar Jester,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Medicago truncatula,ILLUMINA,2019-09-20T00:00:00Z,2019-07-02T17:40:00Z,1,GSM3913154,2-3mm segment of root,SRP212693,2-3mm segment of root,mock,24h
SRR9623284,RNA-Seq,75,799908525,PRJNA552042,SAMN12173139,351842042,GEO,public,"sra,fastq,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX6385805,cre1 mutant ecotype jemalong cultivar Jester,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Medicago truncatula,ILLUMINA,2019-09-20T00:00:00Z,2019-07-02T17:40:00Z,1,GSM3913155,2-3mm segment of root,SRP212693,2-3mm segment of root,mock,24h
SRR9623285,RNA-Seq,75,873586050,PRJNA552042,SAMN12173138,380813028,GEO,public,"sra,run.zq,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX6385806,cre1 mutant ecotype jemalong cultivar Jester,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Medicago truncatula,ILLUMINA,2019-09-20T00:00:00Z,2019-07-02T17:40:00Z,1,GSM3913156,2-3mm segment of root,SRP212693,2-3mm segment of root,Sinorhizobium meliloti strain 2011,24h
SRR9623286,RNA-Seq,75,872519719,PRJNA552042,SAMN12173137,384717912,GEO,public,"run.zq,fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX6385807,cre1 mutant ecotype jemalong cultivar Jester,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Medicago truncatula,ILLUMINA,2019-09-20T00:00:00Z,2019-07-02T17:39:00Z,1,GSM3913157,2-3mm segment of root,SRP212693,2-3mm segment of root,Sinorhizobium meliloti strain 2011,24h
SRR9623287,RNA-Seq,75,773397565,PRJNA552042,SAMN12173136,344419108,GEO,public,"fastq,sra,run.zq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX6385808,cre1 mutant ecotype jemalong cultivar Jester,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Medicago truncatula,ILLUMINA,2019-09-20T00:00:00Z,2019-07-02T17:39:00Z,1,GSM3913158,2-3mm segment of root,SRP212693,2-3mm segment of root,Sinorhizobium meliloti strain 2011,24h
SRR9623288,RNA-Seq,299,6561847284,PRJNA552042,SAMN12173065,2159483683,GEO,public,"run.zq,sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX6385809,lbd16_mutant_ecotype_R108,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Medicago truncatula,ILLUMINA,2019-09-20T00:00:00Z,2019-07-02T17:48:00Z,1,GSM3913159,2-3mm segment of root,SRP212693,2-3mm segment of root,Sinorhizobium meliloti strain 2011,24h
SRR9623289,RNA-Seq,302,6395245016,PRJNA552042,SAMN12173064,1956297665,GEO,public,"run.zq,sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX6385810,lbd16_mutant_ecotype_R108,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Medicago truncatula,ILLUMINA,2019-09-20T00:00:00Z,2019-07-02T17:48:00Z,1,GSM3913160,2-3mm segment of root,SRP212693,2-3mm segment of root,Sinorhizobium meliloti strain 2011,24h
SRR9623290,RNA-Seq,297,6651328615,PRJNA552042,SAMN12173063,2332368790,GEO,public,"run.zq,sra,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX6385811,lbd16_mutant_ecotype_R108,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Medicago truncatula,ILLUMINA,2019-09-20T00:00:00Z,2019-07-02T17:46:00Z,1,GSM3913161,2-3mm segment of root,SRP212693,2-3mm segment of root,Sinorhizobium meliloti strain 2011,24h
SRR9623291,RNA-Seq,302,7958580330,PRJNA552042,SAMN12173062,2470498351,GEO,public,"run.zq,fastq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX6385812,lbd16_mutant_ecotype_R108,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Medicago truncatula,ILLUMINA,2019-09-20T00:00:00Z,2019-07-02T17:50:00Z,1,GSM3913162,2-3mm segment of root,SRP212693,2-3mm segment of root,Sinorhizobium meliloti strain 2011,24h
SRR9623292,RNA-Seq,302,11063614168,PRJNA552042,SAMN12173061,3417235845,GEO,public,"sra,fastq,run.zq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX6385813,lbd16_mutant_ecotype_R108,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Medicago truncatula,ILLUMINA,2019-09-20T00:00:00Z,2019-07-02T17:54:00Z,1,GSM3913163,2-3mm segment of root,SRP212693,2-3mm segment of root,mock,24h
SRR9623293,RNA-Seq,302,20781130984,PRJNA552042,SAMN12173060,6422596655,GEO,public,"run.zq,sra,fastq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX6385814,lbd16_mutant_ecotype_R108,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Medicago truncatula,ILLUMINA,2019-09-20T00:00:00Z,2019-07-02T18:15:00Z,1,GSM3913164,2-3mm segment of root,SRP212693,2-3mm segment of root,mock,24h
SRR9623294,RNA-Seq,302,7115804936,PRJNA552042,SAMN12173059,2196817236,GEO,public,"fastq,run.zq,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX6385815,lbd16_mutant_ecotype_R108,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Medicago truncatula,ILLUMINA,2019-09-20T00:00:00Z,2019-07-02T17:49:00Z,1,GSM3913165,2-3mm segment of root,SRP212693,2-3mm segment of root,mock,24h
SRR9623295,RNA-Seq,302,8976903190,PRJNA552042,SAMN12173058,2767454134,GEO,public,"sra,fastq,run.zq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX6385816,lbd16_mutant_ecotype_R108,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Medicago truncatula,ILLUMINA,2019-09-20T00:00:00Z,2019-07-02T17:51:00Z,1,GSM3913166,2-3mm segment of root,SRP212693,2-3mm segment of root,mock,24h
